"","sample","species","nReads"
"614","CP_201805","Corallina vancouveriensis",181
"615","CP_201805","Cylindrotheca closterium",1645
"616","CP_201805","Cylindrotheca fusiformis",21
"617","CP_201805","Devaleraea mollis",704
"618","CP_201805","Dictyocha speculum",69
"619","CP_201805","Ditylum brightwellii",953
"620","CP_201805","Emplectonema sp. 1 TCH-2015",56
"621","CP_201805","Enophrys bison",1602
"622","CP_201805","Euclymene sp. BOLD:ACG1020",2676
"623","CP_201805","Fistulifera solaris",13
"624","CP_201805","Fucus distichus",453
"625","CP_201805","Gomphonema clevei",79
"626","CP_201805","Grammonema striatula",3444
"627","CP_201805","Halichondria panicea",4196
"628","CP_201805","Halidrys siliquosa",7
"629","CP_201805","Hecatonema maculans",78
"630","CP_201805","Hematodinium sp.",61
"631","CP_201805","Heterocapsa rotundata",1187
"632","CP_201805","Hildenbrandia sp. 27GWS",945
"633","CP_201805","Homo sapiens",1739
"634","CP_201805","Laminariocolax aecidioides",89
"635","CP_201805","Littorina plena",146
"636","CP_201805","Mazzaella rosea",220
"637","CP_201805","Mazzaella sp. GWS-2013b",412
"638","CP_201805","Mazzaella splendens",3379
"639","CP_201805","Micromonas pusilla",14100
"640","CP_201805","Minutocellus polymorphus",4018
"641","CP_201805","Nanomia bijuga",22
"642","CP_201805","Navicula cryptocephala",157
"643","CP_201805","Navicula sp. BOLD:AAO6951",96
"644","CP_201805","Nereis vexillosa",485
"645","CP_201805","Nereocystis luetkeana",72
"646","CP_201805","Nicolea zostericola",127
"647","CP_201805","Nitzschia cf. promare",551
"648","CP_201805","Obelia bidentata",123
"649","CP_201805","Odonthalia floccosa",363
"650","CP_201805","Oligocottus maculosus",978
"651","CP_201805","Paramoeba pemaquidensis",53
"652","CP_201805","Parvamoeba rugata",65
"653","CP_201805","Phaeocystis antarctica",3827
"654","CP_201805","Phaeocystis globosa",32
"655","CP_201805","Phytophthora multivora",147
"656","CP_201805","Pinnularia sp. 5 CS-2011",1626
"657","CP_201805","Pisaster ochraceus",550
"658","CP_201805","Placoneis sp. WJS-2015a",8
"659","CP_201805","Plagiogramma sp. IAL-2014a",57
"660","CP_201805","Polysiphonia hendryi",895
"661","CP_201805","Poteriospumella lacustris",9
"662","CP_201805","Prionitis sternbergii",1781
"663","CP_201805","Protoperidinium cf. depressum",200
"664","CP_201805","Pseudo-nitzschia delicatissima",2911
"665","CP_201805","Pseudo-nitzschia hasleana",22
"666","CP_201805","Pseudocalanus moultoni",7
"667","CP_201805","Pseudocalanus newmani",195
"668","CP_201805","Pterosiphonia bipinnata",1099
"669","CP_201805","Pycnococcus provasolii",136
"670","CP_201805","Pyramimonas parkeae",233
"671","CP_201805","Pyropia fallax",1158
"672","CP_201805","Pyropia perforata",7
"673","CP_201805","Pythium pachycaule",201
"674","CP_201805","Pythium tracheiphilum",539
"675","CP_201805","Ralfsioid sp. 4GWS",78
"676","CP_201805","Rhizosolenia setigera",13137
"677","CP_201805","Sellaphora bacillum",133
"678","CP_201805","Semibalanus cariosus",4681
"679","CP_201805","Skeletonema cf. pseudocostatum",39
"680","CP_201805","Skeletonema dohrnii",37
"681","CP_201805","Skeletonema japonicum",653
"682","CP_201805","Smithora naiadum",203
"683","CP_201805","Smithora sp. 1naiadum",23
"684","CP_201805","Synchaeta pectinata",3
"685","CP_201805","Thalassionema nitzschioides",1094
"686","CP_201805","Thalassiosira nordenskioeldii",32661
"687","CP_201805","Thecamonas trahens",2
"688","CP_201805","Triparma laevis",2740
"689","CP_201805","Wildemania amplissima",5
"690","CP_201805","Wildemania sp. 5POR",2527
"691","CP_201805","Wildemania sp. HK-2011",277
"692","CP_201805",NA,233090
"693","CP_201807","Acartia longiremis",10011
"694","CP_201807","Acrochaetium arcuatum",109
"695","CP_201807","Amathia vidovici",143
"696","CP_201807","Ammodytes hexapterus",889
"697","CP_201807","Apodachlya minima",18
"698","CP_201807","Azumapecten farreri",22
"699","CP_201807","Balanus balanus",18
"700","CP_201807","Balanus glandula",22873
"701","CP_201807","Bathycoccus prasinos",22104
"702","CP_201807","Blastocladiella emersonii",34
"703","CP_201807","Boccardia proboscidea",40
"704","CP_201807","Chaetoceros socialis",19
"705","CP_201807","Chaetoceros sp. MBTD-CMFRI-S045",4
"706","CP_201807","Chattonella subsalsa",132
"707","CP_201807","Chone magna CMC02",5128
"708","CP_201807","Chordariaceae sp. 17 AP-2014",2
"709","CP_201807","Chrysonoma sp. ANIC15",134
"710","CP_201807","Chthamalus dalli",5366
"711","CP_201807","Cliona chilensis",5
"712","CP_201807","Clytia gracilis",15
"713","CP_201807","Corallina vancouveriensis",51
"714","CP_201807","Coscinodiscus wailesii",20235
"715","CP_201807","Cylindrotheca closterium",439
"716","CP_201807","Devaleraea mollis",32
"717","CP_201807","Dictyocha speculum",560
"718","CP_201807","Dodecaceria sp. CMC01",82
"719","CP_201807","Emiliania huxleyi",48
"720","CP_201807","Euclymene oerstedi",343
"721","CP_201807","Euclymene sp. BOLD:ACG1020",248
"722","CP_201807","Fucus distichus",121
"723","CP_201807","Grammonema striatula",1213
"724","CP_201807","Halichondria panicea",190
"725","CP_201807","Haliclystus sanjuanensis",54
"726","CP_201807","Hecatonema maculans",114
"727","CP_201807","Hematodinium sp.",4
"728","CP_201807","Heterocapsa rotundata",3227
"729","CP_201807","Heterosigma akashiwo",215
"730","CP_201807","Hildenbrandia sp. 27GWS",213
"731","CP_201807","Homo sapiens",300
"732","CP_201807","Laminariocolax aecidioides",2
"733","CP_201807","Leathesia marina",4
"734","CP_201807","Liparis florae",21
"735","CP_201807","Littorina plena",21
"736","CP_201807","Lottia paradigitalis",503
"737","CP_201807","Martensia jejuensis",4
"738","CP_201807","Mazzaella sp. GWS-2013b",26
"739","CP_201807","Mazzaella splendens",895
"740","CP_201807","Membranipora membranacea",162
"741","CP_201807","Micromonas pusilla",47977
"742","CP_201807","Microspongium alariae",7
"743","CP_201807","Minutocellus polymorphus",6141
"744","CP_201807","Muggiaea atlantica",9
"745","CP_201807","Navicula glaciei",22
"746","CP_201807","Navicula sp. BOLD:AAO6949",9
"747","CP_201807","Navicula sp. BOLD:AAO6950",12
"748","CP_201807","Navicula sp. BOLD:AAO6951",50
"749","CP_201807","Neorhodomela oregona",96
"750","CP_201807","Nereis vexillosa",51
"751","CP_201807","Nereocystis luetkeana",244
"752","CP_201807","Nicolea zostericola",11
"753","CP_201807","Nitzschia cf. promare",252
"754","CP_201807","Odonthalia floccosa",10
"755","CP_201807","Orthopyxis integra",84
"756","CP_201807","Paracalanus sp. C AC-2013",23
"757","CP_201807","Penicillium rubens",69
"758","CP_201807","Penicillium sclerotiorum",153
"759","CP_201807","Phacellophora camtschatica",10
"760","CP_201807","Phaeocystis globosa",37
"761","CP_201807","Pinnularia subanglica",4
"762","CP_201807","Pisaster ochraceus",171
"763","CP_201807","Plagiogramma sp. IAL-2014a",2
"764","CP_201807","Platynereis sp. CMC02",36
"765","CP_201807","Polysiphonia hendryi",29
"766","CP_201807","Protoperidinium cf. depressum",300
"767","CP_201807","Pseudo-nitzschia hasleana",12
"768","CP_201807","Pyramimonas parkeae",21
"769","CP_201807","Pyropia fallax",3150
"770","CP_201807","Pyropia perforata",8
"771","CP_201807","Pythium pachycaule",3
"772","CP_201807","Pythium tracheiphilum",172
"773","CP_201807","Ralfsioid sp. 4GWS",101
"774","CP_201807","Rhizosolenia setigera",29976
"775","CP_201807","Sarcodiotheca sp. 2gaudichaudii",79
"776","CP_201807","Schistomeringos longicornis",62
"777","CP_201807","Schizobranchia insignis",301
"778","CP_201807","Sellaphora pupula",8
"779","CP_201807","Semibalanus cariosus",4908
"780","CP_201807","Smithora naiadum",277
"781","CP_201807","Strongylocentrotus droebachiensis",72
"782","CP_201807","Thalassiosira nordenskioeldii",1665
"783","CP_201807","Thelepus crispus",208
"784","CP_201807","Thelepus sp. CMC01",5031
"785","CP_201807","Triparma laevis",78
"786","CP_201807","Wildemania amplissima",61
"787","CP_201807","Wildemania sp. 5POR",39549
"788","CP_201807","Wildemania sp. HK-2011",53
"789","CP_201807",NA,223423
"790","FH_201706","Acartia longiremis",10130
"791","FH_201706","Aequorea sp. MW-2012",7
"792","FH_201706","Anisolpidium ectocarpii",7
"793","FH_201706","Asterionellopsis glacialis",20
"794","FH_201706","Attheya longicornis",360
"795","FH_201706","Azumapecten farreri",44
"796","FH_201706","Bathycoccus prasinos",424
"797","FH_201706","Blastocladiella emersonii",31
"798","FH_201706","Centropages abdominalis",25704
"799","FH_201706","Chaetoceros socialis",109767
"800","FH_201706","Chattonella subsalsa",302
"801","FH_201706","Chondracanthus exasperatus",4
"802","FH_201706","Chordariaceae sp. 7 AP-2014",523
"803","FH_201706","Chrysochromulina sp. CCMP291",38
"804","FH_201706","Coscinodiscus wailesii",93
"805","FH_201706","Cylindrotheca closterium",28
"806","FH_201706","Cymbomonas tetramitiformis",80
"807","FH_201706","Dictyocha speculum",310
"808","FH_201706","Ditylum brightwellii",837
"809","FH_201706","Emiliania huxleyi",98
"810","FH_201706","Gomphonema clevei",1
"811","FH_201706","Gymnodinium sp. NVA/RUS/2008",52
"812","FH_201706","Hematodinium sp.",3
"813","FH_201706","Heterocapsa rotundata",1045
"814","FH_201706","Hincksia hincksiae",7
"815","FH_201706","Leitoscoloplos pugettensis CMC01",5
"816","FH_201706","Maculaura alaskensis",205
"817","FH_201706","Mesocentrotus franciscanus",84
"818","FH_201706","Micromonas pusilla",16756
"819","FH_201706","Minutocellus polymorphus",776
"820","FH_201706","Nitzschia cf. promare",28
"821","FH_201706","Paracalanus sp. C AC-2013",77
"822","FH_201706","Pedospumella sinomuralis",19
"823","FH_201706","Petalonia fascia",2
"824","FH_201706","Phaeocystis antarctica",350
"825","FH_201706","Phaeocystis globosa",18
"826","FH_201706","Phytophthora riparia",23
"827","FH_201706","Phytophthora taxon paludosa",11
"828","FH_201706","Pinnularia sp. 5 CS-2011",12
"829","FH_201706","Protoperidinium cf. depressum",483
"830","FH_201706","Pseudo-nitzschia delicatissima",353
"831","FH_201706","Pseudo-nitzschia hasleana",545
"832","FH_201706","Pyramimonas parkeae",68
"833","FH_201706","Pythium pachycaule",46
"834","FH_201706","Pythium tracheiphilum",308
"835","FH_201706","Rhodomonas salina",2
"836","FH_201706","Scopalina ruetzleri",17
"837","FH_201706","Skeletonema japonicum",66
"838","FH_201706","Stelligera rigida",13
"839","FH_201706","Striaria attenuata",241
"840","FH_201706","Synchaeta pectinata",101
"841","FH_201706","Thalassionema nitzschioides",211
"842","FH_201706","Thalassiosira nordenskioeldii",1562
"843","FH_201706","Thalassiosira pseudonana",47
"844","FH_201706","Thalassiosira punctigera",4
"845","FH_201706","Triparma laevis",79
"846","FH_201706",NA,109428
"847","FH_201707","Acartia californiensis",27
"848","FH_201707","Acartia longiremis",36349
"849","FH_201707","Aequorea sp. MW-2012",2
"850","FH_201707","Anisolpidium ectocarpii",99
"851","FH_201707","Arca avellana",11
"852","FH_201707","Asterionellopsis glacialis",6
"853","FH_201707","Asterionellopsis tropicalis",121
"854","FH_201707","Attheya longicornis",33
"855","FH_201707","Aurelia labiata",129
"856","FH_201707","Balanus balanus",12
"857","FH_201707","Barantolla americana CMC01",392
"858","FH_201707","Bathycoccus prasinos",44524
"859","FH_201707","Blastocladiella emersonii",2
"860","FH_201707","Brachionidae sp. SHYT150702c",33
"861","FH_201707","Calanus pacificus",12214
"862","FH_201707","Centropages abdominalis",3488
"863","FH_201707","Chaetoceros socialis",392
"864","FH_201707","Chaetoceros sp. MBTD-CMFRI-S045",612
"865","FH_201707","Chaetoceros sp. MBTD-CMFRI-S062",15
"866","FH_201707","Chattonella subsalsa",2130
"867","FH_201707","Chondracanthus exasperatus",16
"868","FH_201707","Chrysochromulina sp. CCMP291",12
"869","FH_201707","Compsomyax subdiaphana",9129
"870","FH_201707","Coryne eximia",81
"871","FH_201707","Coscinodiscus wailesii",98356
"872","FH_201707","Cylindrotheca closterium",6552
"873","FH_201707","Dictyocha speculum",282
"874","FH_201707","Ditylum brightwellii",947
"875","FH_201707","Dolichomastix tenuilepis",83
"876","FH_201707","Eucampia zodiacus",26
"877","FH_201707","Halichondria panicea",7
"878","FH_201707","Heterocapsa rotundata",408
"879","FH_201707","Homo sapiens",8
"880","FH_201707","Littorina plena",69
"881","FH_201707","Mazzaella splendens",41
"882","FH_201707","Membranipora membranacea",1187
"883","FH_201707","Mesocentrotus franciscanus",56
"884","FH_201707","Micromonas pusilla",9691
"885","FH_201707","Minutocellus polymorphus",3449
"886","FH_201707","Nais communis/variabilis complex sp. A1",41
"887","FH_201707","Nais elinguis",202
"888","FH_201707","Navicula glaciei",4
"889","FH_201707","Navicula ramosissima",37
"890","FH_201707","Nitzschia cf. promare",228
"891","FH_201707","Paracalanus sp. C AC-2013",1625
"892","FH_201707","Pedospumella sinomuralis",9
"893","FH_201707","Phaeocystis antarctica",9767
"894","FH_201707","Phaeocystis globosa",69
"895","FH_201707","Phytophthora multivora",2
"896","FH_201707","Pinnularia sp. 5 CS-2011",135
"897","FH_201707","Plagiogramma sp. IAL-2014a",2
"898","FH_201707","Polysiphonia hendryi",9
"899","FH_201707","Poteriospumella lacustris",235
"900","FH_201707","Protoperidinium cf. depressum",4351
"901","FH_201707","Pseudo-nitzschia hasleana",10
"902","FH_201707","Pseudocalanus moultoni",204
"903","FH_201707","Pseudocalanus newmani",51726
"904","FH_201707","Pythium pachycaule",110
"905","FH_201707","Pythium tracheiphilum",2768
"906","FH_201707","Rhizosolenia setigera",515
"907","FH_201707","Saprolegnia diclina",14
"908","FH_201707","Semibalanus cariosus",235
"909","FH_201707","Smithora naiadum",7
"910","FH_201707","Stelligera rigida",3
"911","FH_201707","Stephanopyxis turris",147
"912","FH_201707","Synchaeta pectinata",67
"913","FH_201707","Thalassiosira nordenskioeldii",1096
"914","FH_201707","Triparma laevis",3559
"915","FH_201707",NA,250290
"916","FH_201708","Acartia longiremis",1040
"917","FH_201708","Acrochaetium arcuatum",39
"918","FH_201708","Anisolpidium ectocarpii",36
"919","FH_201708","Apodachlya minima",12
"920","FH_201708","Asterionellopsis glacialis",243
"921","FH_201708","Asterionellopsis tropicalis",67
"922","FH_201708","Attheya longicornis",214
"923","FH_201708","Aurelia labiata",10
"924","FH_201708","Azumapecten farreri",59
"925","FH_201708","Balanus balanus",6009
"926","FH_201708","Bathycoccus prasinos",1656
"927","FH_201708","Blastocladiella emersonii",29
"928","FH_201708","Boccardia proboscidea",26
"929","FH_201708","Chaetoceros socialis",3542
"930","FH_201708","Chaetoceros sp. MBTD-CMFRI-S045",316
"931","FH_201708","Chaetoceros sp. MBTD-CMFRI-S062",1297
"932","FH_201708","Chattonella subsalsa",472
"933","FH_201708","Chondracanthus exasperatus",5
"934","FH_201708","Chrysochromulina sp. CCMP291",150
"935","FH_201708","Chrysonoma sp. ANIC15",54
"936","FH_201708","Clytia folleata",1881
"937","FH_201708","Clytia gracilis",4542
"938","FH_201708","Corallina vancouveriensis",21
"939","FH_201708","Coscinodiscus wailesii",111
"940","FH_201708","Cylindrotheca closterium",301
"941","FH_201708","Devaleraea mollis",276
"942","FH_201708","Dictyocha speculum",2648
"943","FH_201708","Ditylum brightwellii",200
"944","FH_201708","Dodecaceria sp. CMC01",84
"945","FH_201708","Egregia menziesii",4
"946","FH_201708","Emiliania huxleyi",18
"947","FH_201708","Eucampia zodiacus",44
"948","FH_201708","Euclymene oerstedi",248
"949","FH_201708","Grammonema striatula",5101
"950","FH_201708","Gymnodinium sp. NVA/RUS/2008",8
"951","FH_201708","Halichondria panicea",196
"952","FH_201708","Haliclystus sanjuanensis",2020
"953","FH_201708","Harpacticoida sp. DNZ085",2
"954","FH_201708","Hecatonema maculans",902
"955","FH_201708","Hematodinium sp.",9
"956","FH_201708","Heterocapsa rotundata",216
"957","FH_201708","Heterosigma akashiwo",2
"958","FH_201708","Homo sapiens",21
"959","FH_201708","Lacuna pallidula",12
"960","FH_201708","Lacuna vincta",331
"961","FH_201708","Laminariocolax aecidioides",77
"962","FH_201708","Leathesia marina",66
"963","FH_201708","Lottia paradigitalis",2672
"964","FH_201708","Mazzaella rosea",7
"965","FH_201708","Mazzaella sp. GWS-2013b",93
"966","FH_201708","Mazzaella splendens",2303
"967","FH_201708","Membranipora membranacea",1476
"968","FH_201708","Microcladia coulteri",419
"969","FH_201708","Microcladia sp. 1Cal",10
"970","FH_201708","Micromonas pusilla",14540
"971","FH_201708","Minutocellus polymorphus",21977
"972","FH_201708","Navicula glaciei",4
"973","FH_201708","Navicula sp. BOLD:AAO6951",98
"974","FH_201708","Nereis vexillosa",19
"975","FH_201708","Nereocystis luetkeana",529
"976","FH_201708","Nicolea zostericola",868
"977","FH_201708","Nitzschia cf. promare",387
"978","FH_201708","Obelia bidentata",16
"979","FH_201708","Opisthosyllis sp. CMC01",10
"980","FH_201708","Orthopyxis integra",835
"981","FH_201708","Paracalanus sp. C AC-2013",34
"982","FH_201708","Paramoeba pemaquidensis",88
"983","FH_201708","Phaeocystis antarctica",25469
"984","FH_201708","Phaeocystis globosa",201
"985","FH_201708","Phytophthora multivora",9
"986","FH_201708","Phytophthora riparia",6
"987","FH_201708","Phytophthora siskiyouensis",16
"988","FH_201708","Pinnularia sp. 5 CS-2011",10
"989","FH_201708","Platynereis bicanaliculata",68
"990","FH_201708","Polysiphonia hendryi",294
"991","FH_201708","Poteriospumella lacustris",5
"992","FH_201708","Prionitis sternbergii",140
"993","FH_201708","Proceraea okadai",33
"994","FH_201708","Protoperidinium cf. depressum",305
"995","FH_201708","Pseudo-nitzschia delicatissima",157
"996","FH_201708","Pseudo-nitzschia hasleana",604
"997","FH_201708","Pseudocalanus newmani",10751
