"","sample","species","nReads"
"545","CP_201708A.1","Sellaphora bacillum",26
"546","CP_201708A.1","Thalassiosira nordenskioeldii",667
"547","CP_201708A.1",NA,9417
"548","CP_201708A.2","Acartia longiremis",873
"549","CP_201708A.2","Aequorea sp. MW-2012",16
"550","CP_201708A.2","Arca avellana",10
"551","CP_201708A.2","Asterionellopsis glacialis",25
"552","CP_201708A.2","Attheya longicornis",55
"553","CP_201708A.2","Bathycoccus prasinos",539
"554","CP_201708A.2","Blastocladiella emersonii",8
"555","CP_201708A.2","Brachionidae sp. SHYT150702c",19
"556","CP_201708A.2","Calanus pacificus",28
"557","CP_201708A.2","Chaetoceros socialis",213
"558","CP_201708A.2","Chaetoceros sp. MBTD-CMFRI-S062",1685
"559","CP_201708A.2","Chattonella subsalsa",17
"560","CP_201708A.2","Chrysochromulina sp. CCMP291",9
"561","CP_201708A.2","Coryne eximia",55
"562","CP_201708A.2","Coscinodiscus wailesii",3
"563","CP_201708A.2","Cylindrotheca closterium",4
"564","CP_201708A.2","Dictyocha speculum",340
"565","CP_201708A.2","Eucampia zodiacus",8
"566","CP_201708A.2","Macoma nasuta",387
"567","CP_201708A.2","Mazzaella splendens",40
"568","CP_201708A.2","Micromonas pusilla",1687
"569","CP_201708A.2","Minutocellus polymorphus",1688
"570","CP_201708A.2","Paracalanus sp. C AC-2013",47
"571","CP_201708A.2","Phaeocystis antarctica",3701
"572","CP_201708A.2","Phaeocystis globosa",42
"573","CP_201708A.2","Pseudo-nitzschia hasleana",139
"574","CP_201708A.2","Pseudocalanus newmani",945
"575","CP_201708A.2","Pythium tracheiphilum",249
"576","CP_201708A.2","Rhizosolenia setigera",304
"577","CP_201708A.2","Saxidomus gigantea",19
"578","CP_201708A.2","Sellaphora bacillum",115
"579","CP_201708A.2","Skeletonema dohrnii",36
"580","CP_201708A.2","Thalassiosira nordenskioeldii",1950
"581","CP_201708A.2","Triparma laevis",71
"582","CP_201708A.2",NA,33841
"583","CP_201708A.3","Acartia longiremis",99
"584","CP_201708A.3","Aequorea sp. MW-2012",1
"585","CP_201708A.3","Attheya longicornis",10
"586","CP_201708A.3","Bathycoccus prasinos",150
"587","CP_201708A.3","Chaetoceros socialis",70
"588","CP_201708A.3","Chaetoceros sp. MBTD-CMFRI-S062",589
"589","CP_201708A.3","Chattonella subsalsa",32
"590","CP_201708A.3","Dictyocha speculum",58
"591","CP_201708A.3","Heterocapsa rotundata",19
"592","CP_201708A.3","Membranipora membranacea",5
"593","CP_201708A.3","Micromonas pusilla",219
"594","CP_201708A.3","Minutocellus polymorphus",340
"595","CP_201708A.3","Phaeocystis antarctica",513
"596","CP_201708A.3","Phaeocystis globosa",6
"597","CP_201708A.3","Pseudo-nitzschia hasleana",84
"598","CP_201708A.3","Pseudocalanus newmani",400
"599","CP_201708A.3","Pycnococcus provasolii",44
"600","CP_201708A.3","Pythium tracheiphilum",14
"601","CP_201708A.3","Rhizosolenia setigera",157
"602","CP_201708A.3","Thalassiosira nordenskioeldii",402
"603","CP_201708A.3",NA,8349
"604","CP_201708B.1","Acartia californiensis",79
"605","CP_201708B.1","Acartia longiremis",5702
"606","CP_201708B.1","Asterionellopsis glacialis",71
"607","CP_201708B.1","Asterionellopsis guyunusae",11
"608","CP_201708B.1","Asterionellopsis tropicalis",19
"609","CP_201708B.1","Attheya longicornis",41
"610","CP_201708B.1","Azumapecten farreri",7
"611","CP_201708B.1","Bathycoccus prasinos",991
"612","CP_201708B.1","Blastocladiella emersonii",72
"613","CP_201708B.1","Bougainvillia muscus",62
"614","CP_201708B.1","Calanus pacificus",63
"615","CP_201708B.1","Centropages abdominalis",3
"616","CP_201708B.1","Chaetoceros socialis",292
"617","CP_201708B.1","Chaetoceros sp. MBTD-CMFRI-S062",1280
"618","CP_201708B.1","Chattonella subsalsa",15
"619","CP_201708B.1","Chondracanthus exasperatus",58
"620","CP_201708B.1","Compsomyax subdiaphana",4
"621","CP_201708B.1","Coryne eximia",43
"622","CP_201708B.1","Coscinodiscus wailesii",86
"623","CP_201708B.1","Cylindrotheca closterium",17
"624","CP_201708B.1","Dictyocha speculum",787
"625","CP_201708B.1","Emiliania huxleyi",48
"626","CP_201708B.1","Eucampia zodiacus",12
"627","CP_201708B.1","Heterocapsa rotundata",54
"628","CP_201708B.1","Mazzaella splendens",3
"629","CP_201708B.1","Membranipora membranacea",93
"630","CP_201708B.1","Micromonas pusilla",1426
"631","CP_201708B.1","Minutocellus polymorphus",1220
"632","CP_201708B.1","Muggiaea atlantica",58
"633","CP_201708B.1","Mytilus trossulus",160
"634","CP_201708B.1","Paracalanus sp. C AC-2013",86
"635","CP_201708B.1","Phaeocystis antarctica",7394
"636","CP_201708B.1","Phaeocystis globosa",29
"637","CP_201708B.1","Poteriospumella lacustris",14
"638","CP_201708B.1","Protoperidinium cf. depressum",172
"639","CP_201708B.1","Pseudo-nitzschia delicatissima",42
"640","CP_201708B.1","Pseudo-nitzschia hasleana",558
"641","CP_201708B.1","Pseudocalanus moultoni",4
"642","CP_201708B.1","Pseudocalanus newmani",9066
"643","CP_201708B.1","Pythium sp. CAL-2011c",3
"644","CP_201708B.1","Pythium tracheiphilum",81
"645","CP_201708B.1","Rhizosolenia setigera",1211
"646","CP_201708B.1","Sellaphora bacillum",72
"647","CP_201708B.1","Styela gibbsii",615
"648","CP_201708B.1","Thalassiosira nordenskioeldii",1217
"649","CP_201708B.1","Thalassiosira punctigera",6
"650","CP_201708B.1","Triparma laevis",41
"651","CP_201708B.1",NA,51124
"652","CP_201708B.2","Acartia longiremis",826
"653","CP_201708B.2","Asterionellopsis glacialis",7
"654","CP_201708B.2","Bathycoccus prasinos",29
"655","CP_201708B.2","Chaetoceros socialis",54
"656","CP_201708B.2","Chaetoceros sp. MBTD-CMFRI-S062",212
"657","CP_201708B.2","Chattonella subsalsa",4
"658","CP_201708B.2","Chrysochromulina sp. CCMP291",15
"659","CP_201708B.2","Coscinodiscus wailesii",3
"660","CP_201708B.2","Dictyocha speculum",43
"661","CP_201708B.2","Membranipora membranacea",41
"662","CP_201708B.2","Micromonas pusilla",468
"663","CP_201708B.2","Minutocellus polymorphus",700
"664","CP_201708B.2","Paracalanus sp. C AC-2013",4
"665","CP_201708B.2","Phaeocystis antarctica",1230
"666","CP_201708B.2","Pseudo-nitzschia hasleana",28
"667","CP_201708B.2","Pseudocalanus newmani",1653
"668","CP_201708B.2","Pycnococcus provasolii",3
"669","CP_201708B.2","Pythium tracheiphilum",10
"670","CP_201708B.2","Rhizosolenia setigera",48
"671","CP_201708B.2","Styela gibbsii",23
"672","CP_201708B.2","Thalassiosira nordenskioeldii",207
"673","CP_201708B.2","Triparma laevis",3
"674","CP_201708B.2",NA,5573
"675","CP_201708B.3","Acartia longiremis",433
"676","CP_201708B.3","Asterionellopsis glacialis",10
"677","CP_201708B.3","Attheya longicornis",8
"678","CP_201708B.3","Bathycoccus prasinos",86
"679","CP_201708B.3","Bougainvillia muscus",11
"680","CP_201708B.3","Chaetoceros socialis",30
"681","CP_201708B.3","Chaetoceros sp. MBTD-CMFRI-S062",216
"682","CP_201708B.3","Chattonella subsalsa",5
"683","CP_201708B.3","Cylindrotheca closterium",5
"684","CP_201708B.3","Dictyocha speculum",79
"685","CP_201708B.3","Heterocapsa rotundata",22
"686","CP_201708B.3","Membranipora membranacea",8
"687","CP_201708B.3","Micromonas pusilla",207
"688","CP_201708B.3","Minutocellus polymorphus",462
"689","CP_201708B.3","Mytilus trossulus",2
"690","CP_201708B.3","Phaeocystis antarctica",1025
"691","CP_201708B.3","Phaeocystis globosa",6
"692","CP_201708B.3","Pseudo-nitzschia hasleana",9
"693","CP_201708B.3","Pseudocalanus newmani",1529
"694","CP_201708B.3","Pythium tracheiphilum",71
"695","CP_201708B.3","Rhizosolenia setigera",50
"696","CP_201708B.3","Sellaphora bacillum",21
"697","CP_201708B.3","Stephanopyxis turris",3
"698","CP_201708B.3","Styela gibbsii",21
"699","CP_201708B.3","Thalassiosira nordenskioeldii",153
"700","CP_201708B.3","Triparma laevis",8
"701","CP_201708B.3",NA,4521
"702","CP_201708C.1","Acartia longiremis",190
"703","CP_201708C.1","Arca avellana",23
"704","CP_201708C.1","Asterionellopsis glacialis",24
"705","CP_201708C.1","Attheya longicornis",38
"706","CP_201708C.1","Bathycoccus prasinos",323
"707","CP_201708C.1","Blastocladiella emersonii",6
"708","CP_201708C.1","Bougainvillia muscus",4
"709","CP_201708C.1","Chaetoceros socialis",272
"710","CP_201708C.1","Chaetoceros sp. MBTD-CMFRI-S062",635
"711","CP_201708C.1","Chattonella subsalsa",16
"712","CP_201708C.1","Chrysochromulina sp. CCMP291",18
"713","CP_201708C.1","Coscinodiscus wailesii",20
"714","CP_201708C.1","Dictyocha speculum",225
"715","CP_201708C.1","Eucampia zodiacus",4
"716","CP_201708C.1","Glycera sp. CMC03",4957
"717","CP_201708C.1","Heterocapsa rotundata",6
"718","CP_201708C.1","Loxothylacus panopaei",34
"719","CP_201708C.1","Macoma nasuta",21
"720","CP_201708C.1","Mazzaella splendens",8
"721","CP_201708C.1","Micromonas pusilla",1126
"722","CP_201708C.1","Minutocellus polymorphus",2425
"723","CP_201708C.1","Phaeocystis antarctica",4905
"724","CP_201708C.1","Phaeocystis globosa",25
"725","CP_201708C.1","Proboscidactyla flavicirrata",2
"726","CP_201708C.1","Pseudo-nitzschia delicatissima",10
"727","CP_201708C.1","Pseudo-nitzschia hasleana",88
"728","CP_201708C.1","Pseudocalanus newmani",3017
"729","CP_201708C.1","Pseudochattonella farcimen",13
"730","CP_201708C.1","Pycnococcus provasolii",19
"731","CP_201708C.1","Pythium tracheiphilum",48
"732","CP_201708C.1","Rhizosolenia setigera",156
"733","CP_201708C.1","Sellaphora bacillum",50
"734","CP_201708C.1","Styela gibbsii",5141
"735","CP_201708C.1","Thalassiosira nordenskioeldii",1236
"736","CP_201708C.1","Triparma laevis",17
"737","CP_201708C.1",NA,25798
"738","CP_201708C.2","Acartia longiremis",43
"739","CP_201708C.2","Arca avellana",26
"740","CP_201708C.2","Asterionellopsis glacialis",19
"741","CP_201708C.2","Asterionellopsis guyunusae",6
"742","CP_201708C.2","Attheya longicornis",75
"743","CP_201708C.2","Azumapecten farreri",5
"744","CP_201708C.2","Bathycoccus prasinos",214
"745","CP_201708C.2","Chaetoceros socialis",163
"746","CP_201708C.2","Chaetoceros sp. MBTD-CMFRI-S062",835
"747","CP_201708C.2","Chattonella subsalsa",28
"748","CP_201708C.2","Chrysochromulina sp. CCMP291",41
"749","CP_201708C.2","Coscinodiscus wailesii",25
"750","CP_201708C.2","Dictyocha speculum",336
"751","CP_201708C.2","Eucampia zodiacus",6
"752","CP_201708C.2","Glycera sp. CMC03",7630
"753","CP_201708C.2","Heterocapsa rotundata",6
"754","CP_201708C.2","Hincksia hincksiae",3
"755","CP_201708C.2","Loxothylacus panopaei",39
"756","CP_201708C.2","Macoma nasuta",49
"757","CP_201708C.2","Membranipora membranacea",16
"758","CP_201708C.2","Micromonas pusilla",1389
"759","CP_201708C.2","Minutocellus polymorphus",5377
"760","CP_201708C.2","Mytilus trossulus",9
"761","CP_201708C.2","Paracalanus sp. C AC-2013",21
"762","CP_201708C.2","Phaeocystis antarctica",9413
"763","CP_201708C.2","Phaeocystis globosa",25
"764","CP_201708C.2","Protoperidinium cf. depressum",9
"765","CP_201708C.2","Pseudo-nitzschia delicatissima",6
"766","CP_201708C.2","Pseudo-nitzschia hasleana",98
"767","CP_201708C.2","Pseudocalanus newmani",7129
"768","CP_201708C.2","Pycnococcus provasolii",17
"769","CP_201708C.2","Pythium tracheiphilum",38
"770","CP_201708C.2","Rhizosolenia setigera",164
"771","CP_201708C.2","Sellaphora bacillum",45
"772","CP_201708C.2","Styela gibbsii",8071
"773","CP_201708C.2","Thalassiosira nordenskioeldii",1614
"774","CP_201708C.2","Thalassiosira punctigera",12
"775","CP_201708C.2","Triparma laevis",5
"776","CP_201708C.2",NA,45938
"777","CP_201708C.3","Acartia longiremis",20
"778","CP_201708C.3","Asterionellopsis glacialis",4
"779","CP_201708C.3","Attheya longicornis",12
"780","CP_201708C.3","Bathycoccus prasinos",138
"781","CP_201708C.3","Bougainvillia muscus",4
"782","CP_201708C.3","Chaetoceros socialis",39
"783","CP_201708C.3","Chaetoceros sp. MBTD-CMFRI-S062",78
"784","CP_201708C.3","Chattonella subsalsa",4
"785","CP_201708C.3","Chrysochromulina sp. CCMP291",14
"786","CP_201708C.3","Dictyocha speculum",90
"787","CP_201708C.3","Glycera sp. CMC03",933
"788","CP_201708C.3","Micromonas pusilla",159
"789","CP_201708C.3","Minutocellus polymorphus",691
"790","CP_201708C.3","Paracalanus sp. C AC-2013",5
"791","CP_201708C.3","Phaeocystis antarctica",779
"792","CP_201708C.3","Phaeocystis globosa",8
"793","CP_201708C.3","Pseudo-nitzschia hasleana",15
"794","CP_201708C.3","Pseudocalanus newmani",667
"795","CP_201708C.3","Pythium tracheiphilum",15
"796","CP_201708C.3","Rhizosolenia setigera",36
"797","CP_201708C.3","Sellaphora bacillum",33
"798","CP_201708C.3","Styela gibbsii",546
"799","CP_201708C.3","Thalassiosira nordenskioeldii",324
"800","CP_201708C.3",NA,4734
"801","CP_201709A.1","Bathycoccus prasinos",13413
"802","CP_201709A.1","Blastocladiella emersonii",4
"803","CP_201709A.1","Bougainvillia muscus",727
"804","CP_201709A.1","Chondracanthus exasperatus",10
"805","CP_201709A.1","Coryne eximia",55
"806","CP_201709A.1","Coscinodiscus wailesii",34
"807","CP_201709A.1","Emiliania huxleyi",317
"808","CP_201709A.1","Heterocapsa rotundata",780
"809","CP_201709A.1","Mazzaella splendens",100
"810","CP_201709A.1","Membranipora membranacea",29
"811","CP_201709A.1","Micromonas pusilla",5383
"812","CP_201709A.1","Minutocellus polymorphus",3284
"813","CP_201709A.1","Phaeocystis antarctica",599
"814","CP_201709A.1","Phaeocystis globosa",49
"815","CP_201709A.1","Plumularia lagenifera",17
"816","CP_201709A.1","Polyneura latissima",62
"817","CP_201709A.1","Pycnococcus provasolii",334
"818","CP_201709A.1","Pythium tracheiphilum",40
"819","CP_201709A.1","Rhizosolenia setigera",3
"820","CP_201709A.1","Thalassiosira nordenskioeldii",1669
"821","CP_201709A.1",NA,18943
"822","CP_201709A.2","Bathycoccus prasinos",10863
"823","CP_201709A.2","Bougainvillia muscus",323
"824","CP_201709A.2","Chrysochromulina sp. CCMP291",35
"825","CP_201709A.2","Coryne eximia",98
"826","CP_201709A.2","Coscinodiscus wailesii",18
"827","CP_201709A.2","Dictyocha speculum",159
"828","CP_201709A.2","Emiliania huxleyi",40
"829","CP_201709A.2","Halichondria panicea",36
"830","CP_201709A.2","Heterocapsa rotundata",318
"831","CP_201709A.2","Mazzaella rosea",9
"832","CP_201709A.2","Micromonas pusilla",4491
"833","CP_201709A.2","Minutocellus polymorphus",2371
"834","CP_201709A.2","Navicula cryptocephala",3
"835","CP_201709A.2","Phaeocystis antarctica",48
"836","CP_201709A.2","Phaeocystis globosa",46
"837","CP_201709A.2","Polyneura latissima",13
"838","CP_201709A.2","Protoperidinium cf. depressum",21
"839","CP_201709A.2","Pythium tracheiphilum",59
"840","CP_201709A.2","Thalassiosira nordenskioeldii",1081
"841","CP_201709A.2",NA,12665
"842","CP_201709A.3","Azumapecten farreri",98
"843","CP_201709A.3","Bathycoccus prasinos",21084
"844","CP_201709A.3","Bougainvillia muscus",915
"845","CP_201709A.3","Chrysochromulina sp. CCMP291",3
"846","CP_201709A.3","Coryne eximia",2
"847","CP_201709A.3","Coscinodiscus wailesii",78
"848","CP_201709A.3","Dendraster excentricus",4
"849","CP_201709A.3","Emiliania huxleyi",206
"850","CP_201709A.3","Heterocapsa rotundata",1368
"851","CP_201709A.3","Micromonas pusilla",8094
"852","CP_201709A.3","Minutocellus polymorphus",2940
"853","CP_201709A.3","Phaeocystis antarctica",71
"854","CP_201709A.3","Phaeocystis globosa",42
"855","CP_201709A.3","Plumularia lagenifera",5
"856","CP_201709A.3","Polyneura latissima",28
"857","CP_201709A.3","Protoperidinium cf. depressum",17
"858","CP_201709A.3","Pseudochattonella farcimen",8
"859","CP_201709A.3","Pycnococcus provasolii",111
"860","CP_201709A.3","Pythium tracheiphilum",19
"861","CP_201709A.3","Rhizosolenia setigera",23
"862","CP_201709A.3","Thalassiosira nordenskioeldii",642
"863","CP_201709A.3",NA,18259
"864","CP_201709B.1","Attheya longicornis",12
"865","CP_201709B.1","Bathycoccus prasinos",6247
"866","CP_201709B.1","Blastocladiella emersonii",6
"867","CP_201709B.1","Campanularia volubilis",38
"868","CP_201709B.1","Chattonella subsalsa",27
"869","CP_201709B.1","Coscinodiscus wailesii",68
"870","CP_201709B.1","Cylindrotheca closterium",29
"871","CP_201709B.1","Heterocapsa rotundata",203
"872","CP_201709B.1","Micromonas pusilla",2602
"873","CP_201709B.1","Minutocellus polymorphus",1058
"874","CP_201709B.1","Paracalanus sp. C AC-2013",10
"875","CP_201709B.1","Phaeocystis antarctica",73
"876","CP_201709B.1","Phaeocystis globosa",8
"877","CP_201709B.1","Polysiphonia hendryi",20
"878","CP_201709B.1","Pseudocalanus newmani",408
"879","CP_201709B.1","Pycnococcus provasolii",26
"880","CP_201709B.1","Thalassiosira nordenskioeldii",404
"881","CP_201709B.1",NA,5833
"882","CP_201709B.2","Anisolpidium ectocarpii",25
"883","CP_201709B.2","Bathycoccus prasinos",17155
"884","CP_201709B.2","Blastocladiella emersonii",3
"885","CP_201709B.2","Campanularia volubilis",17
"886","CP_201709B.2","Coscinodiscus wailesii",56
"887","CP_201709B.2","Cylindrotheca closterium",18
"888","CP_201709B.2","Emiliania huxleyi",65
"889","CP_201709B.2","Halichondria panicea",12
"890","CP_201709B.2","Heterocapsa rotundata",191
"891","CP_201709B.2","Homo sapiens",48
"892","CP_201709B.2","Mazzaella splendens",116
"893","CP_201709B.2","Membranipora membranacea",9
"894","CP_201709B.2","Micromonas pusilla",3686
"895","CP_201709B.2","Minutocellus polymorphus",2114
"896","CP_201709B.2","Nitzschia cf. promare",14
"897","CP_201709B.2","Paracalanus sp. C AC-2013",6
"898","CP_201709B.2","Pedospumella sinomuralis",16
"899","CP_201709B.2","Phaeocystis antarctica",449
"900","CP_201709B.2","Phaeocystis globosa",20
"901","CP_201709B.2","Pseudocalanus newmani",505
"902","CP_201709B.2","Pycnococcus provasolii",148
"903","CP_201709B.2","Pythium tracheiphilum",166
"904","CP_201709B.2","Ralfsioid sp. 4GWS",15
"905","CP_201709B.2","Rhizosolenia setigera",7
"906","CP_201709B.2","Thalassiosira nordenskioeldii",998
"907","CP_201709B.2",NA,11804
"908","CP_201709B.3","Anisolpidium ectocarpii",51
"909","CP_201709B.3","Bathycoccus prasinos",17217
"910","CP_201709B.3","Blastocladiella emersonii",21
"911","CP_201709B.3","Campanularia volubilis",10
"912","CP_201709B.3","Coscinodiscus wailesii",174
"913","CP_201709B.3","Cylindrotheca closterium",37
"914","CP_201709B.3","Emiliania huxleyi",13
"915","CP_201709B.3","Heterocapsa rotundata",364
"916","CP_201709B.3","Micromonas pusilla",2990
"917","CP_201709B.3","Minutocellus polymorphus",4892
"918","CP_201709B.3","Nitzschia cf. promare",5
"919","CP_201709B.3","Orthopyxis integra",16
"920","CP_201709B.3","Phaeocystis antarctica",53
"921","CP_201709B.3","Phaeocystis globosa",61
"922","CP_201709B.3","Plumularia lagenifera",11
"923","CP_201709B.3","Polysiphonia hendryi",2
"924","CP_201709B.3","Poteriospumella lacustris",2
"925","CP_201709B.3","Pseudocalanus newmani",529
"926","CP_201709B.3","Pseudochattonella farcimen",18
"927","CP_201709B.3","Pythium tracheiphilum",70
"928","CP_201709B.3","Sarcodiotheca sp. 2gaudichaudii",43
"929","CP_201709B.3","Stelligera rigida",97
"930","CP_201709B.3","Thalassiosira nordenskioeldii",393
"931","CP_201709B.3",NA,10208
"932","CP_201709C.1","Bathycoccus prasinos",11151
"933","CP_201709C.1","Blastocladiella emersonii",13
"934","CP_201709C.1","Chrysochromulina sp. CCMP291",73
"935","CP_201709C.1","Coryne eximia",9
"936","CP_201709C.1","Coscinodiscus wailesii",19
"937","CP_201709C.1","Dolichomastix tenuilepis",28
"938","CP_201709C.1","Emiliania huxleyi",63
"939","CP_201709C.1","Eunice valens",456
"940","CP_201709C.1","Heterocapsa rotundata",476
"941","CP_201709C.1","Micromonas pusilla",4138
"942","CP_201709C.1","Minutocellus polymorphus",3125
"943","CP_201709C.1","Navicula ramosissima",13
"944","CP_201709C.1","Nitzschia cf. promare",10
